Company,Job Title,Location,Actively Recruiting Indicator,LI Job Post URL
Uplight,Site Reliability Engineer II,United States (Remote),2 school alumni work here,https://www.linkedin.com/jobs/view/3661062985/?eBP=CwEAAAGKOZDNL0TBQzQMunQcqCfuVNbcd7_e9TbewPVfeZsuBeHI34CEYfROdaVFqm9BUb2b9quMnY1MZcz40eFafULmYGWnI8tmQB47rBH1CgWcryVm0BNl-T4Nxt_4BUxyWbHO3ECjuNJgcYRCIyLrBkDqXdIfRYmscO9EAB_A99iSJTu80YfxoEaGFsOrnRZiRBTxaJcnSQMttTeqcZJLxldl3Sym0SJaL9dh4vNyc542wnFfMA7lYBNTITEOcCqlijGuqp9LTujh0dSq_mCf_iUrLIoBHnPkVCxAtHPC3q94LBJtBz19ln6pb8yI7av8td50XZHi_3_2N7c4aZHOLyfLoI08LZ5m0k4qI-5g7SrYun1aFHRsp5_9G1AQFX2mHfEgQM5x&refId=SKzTTkpc3uuvBNoX4OcXmw%3D%3D&trackingId=6Kae18bOrwkfWYCeVFzggA%3D%3D&trk=flagship3_search_srp_jobs
Cornerstone OnDemand,IT Operations Architect,United States (Remote),5 school alumni work here,https://www.linkedin.com/jobs/view/3666052606/?eBP=CwEAAAGKOZDNL7-5utRvNkmWDH092QNDELBDTrKcZGBN83bxKdmAwhcRLePRKht8dO8ynd2d5gnjxLNZwR6QUEXAGdUr0QEcWkiPiDgQXqqMhUo8nULEE36X0rZM8XxATdRFH14hyXHLOgqH4ndO1Onr_eDgUjOc3wdGBH5P4LWj536Xod7wVHGMYF0miOrs4v6GcfwuiqPr4rGGvxy5Z11phsqME425VVT8fiF2pxkJj5kzfvHWl8-kdWHWlJdl__77gBrmXaZMUXmq299qJ4R3j36RPOmlxWhhGJSo7953X8zr3nb73ZiBNbGKjFUpf6E7k73Ab2HLLwi6uzaEYNJLpF_8cn1ci0FZoAR-xHvejx90TWQsiK8npiri2fgBCLFdEOoUbfU_&refId=SKzTTkpc3uuvBNoX4OcXmw%3D%3D&trackingId=ljRQiblKXkhDAidkTftdnw%3D%3D&trk=flagship3_search_srp_jobs
NexHealth,Engineering Manager,"San Francisco, CA",1 school alum works here,https://www.linkedin.com/jobs/view/3629276602/?eBP=CwEAAAGKOZDNL1Vc93kAS7GJC3-dxF-ltNuMGOmMU-CSqKPHyRQ0JF1qDQxkdzrY81NoffH_MZT68ckd834wnaV90M9486_Quf6WjX8gU5VLxf1mgiUjuGIoyoMXn7x5W8BTosy6VSh-XOHM6vfY2pOhaMvhk-JXlhmkQf_OX_DYsV4vdDrdv-EmiFEYv45fHy6Z-aodIpCDb2CXroDA68tZiA710WwzQOnF-NYHVgn0IGWOdzBLelfqD0tRvjS_s8QJccKbibxIgL5dvlX3sMWXDJ9dl0zfoUqMrN-o9Nb07ynJYXHADTCNkA5nvaBBh6_x84wxhpJvqGz6rpJFnQ-wo2ODpj2tHt1RKn-A3JWHNjS9Pn-qQkdDXXOaPmqAOQlHqfPDgVOS&refId=SKzTTkpc3uuvBNoX4OcXmw%3D%3D&trackingId=SyJvlf4GIM8vTFcJ%2BvmFpA%3D%3D&trk=flagship3_search_srp_jobs
Mozilla,Staff Services Engineer,United States (Remote),3 school alumni work here,https://www.linkedin.com/jobs/view/3665902878/?eBP=CwEAAAGKOZDNL2_DLzsfaT21nMFbzxcEDNplQc29WBbUsLLDLOuql_RMrJAol1NDiFh-AN9khzdtwV5xLXP50mpIbLxn7AX2sOHTNwPcSgdtN1FMRie9-81mtS1fucKfcXDjoRqmcyL-vPko28XwFK0ODuhg93Eb6kzvN3wVMomTUEP1DRyUxCXGopbgjtM8lPzULTmDZJQUwE0dYeLDsYaH0TjAQUUB7cUwuDg23zNX_FQpL4oalvAfO6-Y0iO57PPWQ82RniOxH3xJBPcPCVQWHR7LBCBnF2hmWHP6m9bdcllQlN7CaMpQzBYw7fTWJFi-Rv3RfOh1_1fxSOfWh3csQd-yMCDvEz4UCSK7DF_In0JdLNDKztQFbIRlxWp0JEAY_xhC3w&refId=SKzTTkpc3uuvBNoX4OcXmw%3D%3D&trackingId=xrKDI6oVBxajYZNR3kqolw%3D%3D&trk=flagship3_search_srp_jobs
Forward,"Software Engineer, Full Stack","San Francisco, CA (On-site)",Actively recruiting,https://www.linkedin.com/jobs/view/3224222223/?eBP=CwEAAAGKOZDNL6b250F4IR64LY197dgKeZOZL_-pvExodbdXbNYE2rWbzfdRefnjwpTBoYcq200C25igwJ4oYQ67wY0jDJoFIaTClafkvoDEtXcrot8aMCfS-jvZSLD0OFvJA7__eXaPKaPhVOnpH31oDPRoHwygyxnSCqyLWziv1O44RPxHeGJsSJ1fVDx43b-XAoEtNlK8cvzlJXtEUjz7aPwXKfOn1ID8lblDtvziq7WS_63horExZjfVkCVhP84NJn25cfw-Xw8F_Tytzs6FkfcBSRqjcoL19HFZJa5AfLw3PDYBJpE_YGt4I0do1DTFccB6ecj3iupAXLJXU8XbPivBy5g8TR1HTgDNjWQ9-5HyNvTv8Br7v6qnXGS2IOe7hxvmoAA3&refId=SKzTTkpc3uuvBNoX4OcXmw%3D%3D&trackingId=Rc3mI3A%2B%2Fx5oD3mdzQhERQ%3D%3D&trk=flagship3_search_srp_jobs
Guidehouse,AWS SME/Cloud Engineer,"District of Columbia, United States (Remote)",23 school alumni work here,https://www.linkedin.com/jobs/view/3543399413/?eBP=CwEAAAGKOZDNLzKwlCvIimihptG2Khayw0ilQHQWlZG1owxqVivhfFIGTOhz-vY9HfzqfRkba0Xrx2Oa3oLFgH6li4IVX_hS9baavf8C9816_hzzVj1T7C_8SXLI_eS8Sbop9xMb9CdDUqnHGkpJKZ8dKgs4lBUt1S53nPnjTyYLRlMwa5PmV2a7ruTdR4AO0dKFl4iKtteZ-qg-HZBpcGSxKSLYSV11A1nnvbWHEiaw095hN--B_AkqhEzlUMkH-GHzbsxxhkMBQndR4zM333IdRjVe3Tdt3x1krRBzp58bYprdpCkp_dD6mIYVaDjyvD-LCCYYQXxRzqZllZIZ40KpHoUfRI7CGMyX-TyLjDtT76yWJDMpDrbJfp3M7iLnHnYW-vZfLw&refId=SKzTTkpc3uuvBNoX4OcXmw%3D%3D&trackingId=Bdr76yl9ColwrKIgiLoChg%3D%3D&trk=flagship3_search_srp_jobs
Cribl,"Solutions Engineer, New York City",United States (Remote),3 school alumni work here,https://www.linkedin.com/jobs/view/3663931946/?eBP=CwEAAAGKOZDNL-alXY5CYqBMsK0kvHI_yGIIi6IFhq1Pu0WFqJ3u-arGY0-Up-JGdoRzVG_4n0HScVZLZnCKyf-Fy41mLtlmXpN4PTe1n9S5FkmQVNDPEGjr65cef2E7tT8IiKCGyHsSNoi5x2fY1WvOPveNpY-WZNWIzcU8m1_aseRLlBB4f9OYG7n0WxB98mGIhGpPZiv7BLG-DeKiIBBhbpGwrNVPBzw0mMiyUE51fHyekAWBvsQ5ey9ynKm15E15EX9ru0qbYGA6mOwo7t5SpzPdTZNyEHmIORS8E0iq1h_Zz8Z1zHqaDYEXagyuKmAgtZ0l2j50ez9mTxUsxOHRdLXJBTFQ5MYQXUnsqFEHg0x8NI91qMDXW0wFTykc66-xGWWqbcRD&refId=SKzTTkpc3uuvBNoX4OcXmw%3D%3D&trackingId=TC1%2Bp7B6NtF3vcoE%2FVWxSg%3D%3D&trk=flagship3_search_srp_jobs
Jobot,Front End Web Developer (Angular),"Omaha, NE (Remote)",Actively recruiting,https://www.linkedin.com/jobs/view/3665357376/?eBP=CwEAAAGKOZDNMPXw5tgaN8-fFlLIGsmK66Z290YERAPMlLvOSG9xo0-5UVd0xUeWll1W8bkFJTeiqhIEc916Vg3qIos8FWwDyxx07vk0168sohnkwRM0w-0cxV_8RMaegdxQRB7DDOi8yuNwu8mntsyVMkMD0_OxEhRbmReiQBqMipCe4rXjBNfb6fkArvvcwdyIiH5yY-LsK-5TXvPGLRIJa4lTf0hNZwrZ07eAEveBOMS_znRGvMhkJ-ggqaF2OSjCPwcW663fxfAHcbeflcEEUMJR8F0jOVPYayBG23oZqvuwHq5ySvpIVJQcI9wnNvvOE4sJ9FOrabTU3m5DK4SvejcspEMA7RMSf4XZ77Dy-8dSb1drTBXOiH1dxCHjELzGeNFO7rdB&refId=SKzTTkpc3uuvBNoX4OcXmw%3D%3D&trackingId=XM%2BI6N0dsN0pYMtdtHr0NQ%3D%3D&trk=flagship3_search_srp_jobs
The Walt Disney Company,Senior Machine Learning Engineer,"San Francisco, CA (On-site)",54 school alumni work here,https://www.linkedin.com/jobs/view/3685287701/?eBP=CwEAAAGKOZDNMGGJtwXTmoZbVXafFcNa4xnYwvlMb0ewTrlIDkrRbiN5es2ACwB3JZ4lFZK_KBA5OyLe0bPAelOrDv4jrIbnyT1zCvrGrHe6mEvqL3tazDnxTZ7zNIi4Aa0arndGt-54FGTJT6H6uzAkGLrafdLG8zD0_CJvqGst_XxizB2ZyUWL283E1a4sKiac3AJD_fMcz1Ueh0i8P7D4QZyLJ5aeMHTFIMC3B9ZXrbsYU6narD0EzAxbS2NOORQBLVLTy6LLHjGKrNmH7HqEhQUNAL_Pr62kALM4a47Vo8wm-62fo7HO8wk31jvMCdkfJGWvrd-Ut_tNm-mjIU5E8jDCJk4yyowQSd_ChB43boHI4_IpNSMxlHEQ6N1RW-ljEOgkoxYO&refId=SKzTTkpc3uuvBNoX4OcXmw%3D%3D&trackingId=PVAiGCjGSzEqYBp6k8Q41A%3D%3D&trk=flagship3_search_srp_jobs
Cruise,"Staff Machine Learning Engineer, Perception",United States (Remote),4 school alumni work here,https://www.linkedin.com/jobs/view/3298302868/?eBP=CwEAAAGKOZDNML9rmsJho_u9lmSdCmTzicQREVKZo_xS5Nnk1pR0gs1i2jErzGDP3yv2xairpeQ75rZztvbrH6A7vnxN2VHmNEr54lvoh-DH83d912Z8xmYDk2g9mJwP_DsDsMUHl22FuDQ7QovBGy0Cq1FLnGrW3fBsEpvCV3kB9Zepc-cjpKDuEOuHpIjSg9EWhnhrLERxQPzb2_E_C6vMvjKXSTIdHPH_V937voMrX9ZAqlLruli-cz-h5Ky4h2-PgGXs-Bik7jzu-clA-qa9oUSlgFo5SUZ7fLn9RljtcNBv2czJvCLs20b2So0devXXfi8BSuO1YFCniHlbutA-RkO8IpZx-eX2c_gm0KI5uY08lYN0OnWrsrIjYryNpV9zjpBCRUxB&refId=SKzTTkpc3uuvBNoX4OcXmw%3D%3D&trackingId=V48%2FqPSlQNa5md%2FpW%2B%2BuGw%3D%3D&trk=flagship3_search_srp_jobs
Engage Partners Inc.,Sr. Front End Software Engineer,"San Francisco, CA (On-site)",Your profile matches this job,https://www.linkedin.com/jobs/view/3682774866/?eBP=CwEAAAGKOZDNMP7epftttWa9b1gVlkKVBbxyNXR_OYXfDulyh4gn1lWszk2qeuK5QSE-pHi-RjKNQSqVYuUoKbK5uRhU3yaOcJfm2UAlntCZVceUdtIxKwM-pC5dqht3kIEvEAe3NCHJ77u3VjusyAEq1CnDh9ouz1efg_hJr4YKTbXLH9eemqmK9cuopP5k99z2t0FO4xgbiG5QsxlSkS79jefiUJFj30B-i0RfnrpyTLvIeE59MMqVmjKLNdDUe8uipdHIHoaIQzshiiYhkDIcI0yKjMb7sH2m5k4wGabZooUZbING0_OGdmyhI05HV_MzhWQwNik8vMTQn78vedAuA-A4q62iuRURmoT2D-TJNTPP9GKwdGtxOh3t6SRvso7QxO6uRHx6&refId=SKzTTkpc3uuvBNoX4OcXmw%3D%3D&trackingId=g4OFazU28pWGeMbGfYq3QQ%3D%3D&trk=flagship3_search_srp_jobs
Databricks,Solutions Architect - Digital Native Business,"New York, NY (Remote)",14 school alumni work here,https://www.linkedin.com/jobs/view/3605373421/?eBP=CwEAAAGKOZDNMPA5rXkEtFtUI6QuJszLx8U9B1nxU3evM1mhmzNlH7fhDdoZxsVhRp6j5xQjlev3GwFxrqy1_RezXU6GhkAVJeEI0-pqVDbNbplKFvEDW5cTGacxPIVTGzuj9z1ACQ6QER0AMATHzwLLopH4qXrLsGQqQQP9FlqbjCAonf5esMA4imp_mepWh9Mm934pm8x_9XvJ06ViaBtvzUa24V0zd5L-vHOa2Mc6kdDyCV4ZacqhNLnGOY4Nkg94MOhVNPNUfsFgz64TsT82H4jpAyU-iavcqo7paBBs5v4lblkVc4thdmPY-HhkiuIhM4f0HyhsnGovK8OHPrfNn-CtpAzfR1hfGh-TgAXqFPS32rRypgT1vBolNjXlOdBtYEe31hO3&refId=SKzTTkpc3uuvBNoX4OcXmw%3D%3D&trackingId=UfDMPYA5LMcPX%2B5%2BJ1c7eQ%3D%3D&trk=flagship3_search_srp_jobs
GoodLeap,"Senior Software Engineering Manager, DevOps","San Mateo, CA (Hybrid)",Actively recruiting,https://www.linkedin.com/jobs/view/3638898766/?eBP=CwEAAAGKOZDNMAkuJG8MgAoPRvF6xDzsg65ARG0pqcH17yMcmX9IJgnF_XJqwHRN5Pg-7zG0-_5zJLP8cq1La4wTgnqOD0PlxJl4jHsuXGrNgNFNwBpDlCEOm4URJsXN3rjttHCJTOHXMvY9nF_qG_eJQCXToR62IYgqD0Dciw5YLkjITGo9dhSjOzIcsxCEFXtbmVNDb1OmkbKiLr18yKVzG5Q05TfTG0YvUeh8CGoOVBRyrCqYz5FsKQoK630_Lv4bF0PgPx-ufHKKG9TgIIqqtwFMklPY9PddkNEke5okcDCtdpH2YTsazjZoaN4F9scjAgky6myf1_QQb3ToTzd35oM7nu5LFMC3m9mYMrl54QEist6_nAh_hReQvAHpy3c1PlzReHmE&refId=SKzTTkpc3uuvBNoX4OcXmw%3D%3D&trackingId=VpUmH0YYQhpkZ3LHlIKl8w%3D%3D&trk=flagship3_search_srp_jobs
Visa,Staff Systems Engineer - Container Capacity Management,"Austin, TX",19 school alumni work here,https://www.linkedin.com/jobs/view/3683724667/?eBP=CwEAAAGKOZDNMKHSYcHib5wjOWPip64gYZpoTa0zi30QGi4JBDJWJVaZz7aQqJxvmxadyYsBDjBsSgY35cw1laTL57gexlAA4KEEsSPka-AH9n7JVLc7vDeJIXAsithNDWtZf9KHp94zXDi6g3SGdFfRCV3hdfQJmqBWg4ezAEmgdRDlsXYN009L6_hmdiJRkT94DBxc6vqJm22hHVkLKoEB0tr2tEX1VHumLxMPune94IbP4f8V01VxdcLqCvtFqSsstd8unwe0yN3U1rIbgXORv9cNe7FcuM4eInWb1zJB8xNW7E4b4yJEOS_LrCjsn3Ys7C7izlyjCrdiuzjCMHxG9rrZdmJrNwjykNIrq0DmlUT06X1TB-iN3GDyzhGJGDCEJLsXTQmf&refId=SKzTTkpc3uuvBNoX4OcXmw%3D%3D&trackingId=ytZhfRYJt4NIdiZCkB6cjg%3D%3D&trk=flagship3_search_srp_jobs
Cotiviti,"Software Engineer - Angular/.NET, SQL",United States (Remote),12 school alumni work here,https://www.linkedin.com/jobs/view/3625862125/?eBP=CwEAAAGKOZDNMBjWE_ay9kgNlqe40cDmM0tvBWEg7ESLh4S269L8KDg1Gxtbs9fHYozl-hckegkh15gTvba5qfPPz4elbe7g1rW4j7nHeOhnldIwjVRSddQ3p5fEr-8o6uoboxl_jXcztvXESvC4wr9ZMH_xxzyVM0QhMG0i-z2-fXrj-TL4N2kVeusFIAmdn7y0YtYEz-MOdnh6PuPexVU9RFCqUsSpYmIMdqaYpriOTBL-fS9Bp57XnBQIot-IbMPm570rihDjiQLK8xzgLFxW1oPQDVE6Bmgi_oSx4ZoXzj3uvuEGrCZleWGcuwchENmGYZW4OoKJ22-6BjS0MUUZ0p6kjnhA4bzrosbTyOxGC8I3ri2z6UtcDjhEFs1ODAqSbfCpRuf4&refId=SKzTTkpc3uuvBNoX4OcXmw%3D%3D&trackingId=hm%2BXJtkNUfeNXlBDlOJLqQ%3D%3D&trk=flagship3_search_srp_jobs
Slack,"Staff Software Engineer, Developer Productivity - Slack","Colorado, United States (Remote)",4 school alumni work here,https://www.linkedin.com/jobs/view/3681149261/?eBP=CwEAAAGKOZDNMOtmZRcpg2j4ILscGSWUWzPcH_Wxbj43xX-fS1PlqJm75IfDH2NOllvWexBtBLmoiCODILjzDSX67d9Jr50gu4-H-iZ4-lDoxrQgoinTItaqfFsD2rMKyoLXdjd_fCXNR9NMnl3LcHpy1TxGrQFCL34XZPesrAuQywvsiYCxLD5yfjVIHVIF2sACWhW6i3CUSmzxQHqc_t3A2dDeOjDL_M5OIKSD_SKDVcAEQSg9_KuKXzDgUm2qUNuJG1HXrm1aQTVQY_CR9N0oQiV0pW5Y2dm37KkaAVyz7QxXSLZnaVyW_Sw2BkQz9JNJRUY79Mmub6H7aAPoryCQmhOoENP5diyzC-Qkljk-a6MykDJFX7twpN8OoHgC51gX_9rLtP-4&refId=SKzTTkpc3uuvBNoX4OcXmw%3D%3D&trackingId=wjtf1nzCmPAhqrTJgD74aQ%3D%3D&trk=flagship3_search_srp_jobs
Abercrombie & Fitch Co.,"Senior Engineer, Data Insights (Remote)","Columbus, OH (Remote)",9 school alumni work here,https://www.linkedin.com/jobs/view/3686906057/?eBP=CwEAAAGKOZDNMInHcLtdM52acYxR7cAfBOHbLdrtunh1zHTj4sZ5HRDF7gpejtBWxwgOSVaE2PGisPpM4JYruHE39nqmHFcV08iOa5wsHlPDXt5QFvRIdVkqarmlyz3TWWiO18p7cagFdf9LR9IiuoDzqI126kCWbZD4h_S64wVpiFhZ4Ily9e-PoMo2nvAGQ4nlW1TtSZvcQRtdzN385izPVC0IwUEGQhhWngjN_qI15LrFzxA7vcMUufobO-vhXY6NS_dBiK4olEaS4JeAg5JwX2J7JMf_Y91JqlNBLTtEehwvxXFd-fijK2wABURmg5Jj_9tG6CeXifTP58pFGaaEmLd33jFTL39A2j-79GpdNpQcIBcbr858jQNf76d7sZpM8zPKgIzm&refId=SKzTTkpc3uuvBNoX4OcXmw%3D%3D&trackingId=lZcae%2B6vi0y%2FOXXfbX16JA%3D%3D&trk=flagship3_search_srp_jobs
Coinbase,Senior Data Scientist,"Miami, FL",11 school alumni work here,https://www.linkedin.com/jobs/view/3620841953/?eBP=CwEAAAGKOZDNMIRsYDGQACkGhCftyIhPYJoOa0WReR-niUzmvm-DqelnKrxMYbc62z-Iz0xjCoNcfsbZa2mOQVV8vYhZxnbPWWlV78XZXvjeBa07xJ7klW1AJSfO5JO7wPIYosAfksVp-WUPPUoVIdJ8Z9R2_VLCYzhMA0k-XDCNvSwkrTjOFhr3ZZWulnkj02f3EC-L8SC0qHSaYz3QI2XsZbU5Kz-N8ghBL5RynOVasZ3Zw96Af3iDfRxlfVDTNrU8oDPHcWs2MeeQ-JUZ_gfFiug4qgXXQmYHLzGSW4dJcXBQTnjq8POQQy9XDOCntDvGYFtckXVQyN1XUT58CtON57NA1-SccDnu5hiXERoQGZVJaYJZi26CTpyeZqqHZUWjQ5-CZa65&refId=SKzTTkpc3uuvBNoX4OcXmw%3D%3D&trackingId=lnxV2psltHUyoaM1GUob2w%3D%3D&trk=flagship3_search_srp_jobs
Jobot,Azure Data Engineer,"Wichita, KS (Remote)",Actively recruiting,https://www.linkedin.com/jobs/view/3664495944/?eBP=CwEAAAGKOZDNMAyWS2OJzEgelT8A3iNuxwnNdm4xzZADNGAj-gKaht7AEg_k0Fz0P0G4tbwNZxnjYwQ401XLjlob10rVubUKa0w24dhTk-RoA3pYhNV1_k79Jeb8zqgpdKgxQmqMIuuWxHnEUK7RAclJZuqSLaYEL1R3MxIoP7HkNCTrTiDIYDhZsMTMTNX6Rkv6KGO_gdPoQVkxOIlo4RiMKTpPRC6hPmd1zcqFrHdKghsI22yESZx4yhoPCZqW6y6bO20ICcUnqffIGq046_FsO0damf9n08CEPyytrAlaqBz1_MPUalR7b3arDHSzvvzkzqvQzoXdxg7CaUaZCuzFk4Y8rM6AygdUBHwbluf5ATnbiRYTvyQdh_rv6eNa4uPdbL37eaPI&refId=SKzTTkpc3uuvBNoX4OcXmw%3D%3D&trackingId=Dg4724GQ50MoHWVRetWClQ%3D%3D&trk=flagship3_search_srp_jobs
Covariant,Machine Learning Performance Engineer,"Emeryville, CA (On-site)",Actively recruiting,https://www.linkedin.com/jobs/view/3448345144/?eBP=CwEAAAGKOZDNMO1MDbVlvOknrLy1Q6ganDNmbggirMotScLGHj8nVpP0xAizsjeXvBL3oq8XgXL7UZGHWQQO0vN5ohWqg0aY-T-HBCSkwkBchD1zfsiPhsICMxEapf923Aasabte-Vl3sfVStE_3N0VppSSSQOcuvH0RqEgoG1zmAXZbU9YacxsMcf8CXHnCWX5CDmNdvlWmFCmvOzxAjnOnYfx7MiU89j72LnXpyBZDjZNZWiIuzetsx_YceoL2bC4YkwKD6d1WBka-gKOAw1BYghyEz_I97aZfbnMQbipWRlVTob1ns64UMhhcJfGy_Gbya-_me_9cL7w7lSScZQUDi_AwAN155njSILkMNeR7rDWoi7IPDbrJZfz94_U64bd3a9FQcOfC&refId=SKzTTkpc3uuvBNoX4OcXmw%3D%3D&trackingId=vgKa1XzRQbc6gPHCcAttRQ%3D%3D&trk=flagship3_search_srp_jobs
Accenture Federal Services,Data Engineer,"Annapolis Junction, MD (On-site)",8 school alumni work here,https://www.linkedin.com/jobs/view/3644412497/?eBP=CwEAAAGKOZDNMImUvKn_qz87uVFH8hWlxTboXESryX0guZlRQhrAsfnkiBV6hcyEMDpuC-WNO_GsuXZky9BylYp32Nnp2nOVwTCEFbv63XoeJijIYlrD6v-Cc0szn3zN3ZV1KrJ5uHDyKaZLwlkilAzLMNgqRrO5zglIyxLdKkfIsjal4_h-FU3Y-dyU0hq4ecD1cijDrCSczr3fYLixGNCTHhuYrCxZgZVyfhVbBQw6-rxlbipPWoYo0C0GdaklZ3pDP-zpKMzIJL2U3GrAunSAyzAdGljpW1642lkBx1iZG7Do3VbV80VTrrFnrE1_BoKU4bOvx8zToQilgN_ba0IGy8vb2g-3GOSmMtu4wMAkHig_MLddFV97fyDcGKU73OlQh-q7wNZp&refId=SKzTTkpc3uuvBNoX4OcXmw%3D%3D&trackingId=lbAOzJxCUYr7WAaXYxo64g%3D%3D&trk=flagship3_search_srp_jobs
Mural,Senior Data Stores Engineer,United States (Remote),1 school alum works here,https://www.linkedin.com/jobs/view/3644584851/?eBP=CwEAAAGKOZDNMOiXBZIcLneu7SSazNPieRHHcpO4iIq76KE-xQbeUfR3QtUmxbqXhFWq5Qy74JZEg7vk--srkFhSTakhtkk8gLwMCESRl8vvdRaZ4dWia13FG2db5_SMCCn96WwRmUbrf0gDozufoJ0U0bdhLk0IBbUs1TW6SqRm6LjiKJhcxgEMbs8cgLaojfz7sDxACAYEUR44E6JeC7Vht0YoWxdJ7jwRX4J9ShHIH4sRe9_GLbiaflG3r3-VhUvjS8e9Mtw0kRUaMoUjMoCJI0SbPK1Jf6aPXbXrWNTL9EeHKTAm2Dg_c44xZdU_vm7k-psgGzkZOpjqWm_7fDhoounjUzo2KV_QyDYyPbD6qZsfeoSOgrCNWLUyuScLfP11oSDfTQ&refId=SKzTTkpc3uuvBNoX4OcXmw%3D%3D&trackingId=xegNhVX1Y8Br%2BZJznQSg6Q%3D%3D&trk=flagship3_search_srp_jobs
CyberCoders,Controls Engineer,"Brighton, MI (On-site)",1 school alum works here,https://www.linkedin.com/jobs/view/3663429168/?eBP=CwEAAAGKOZDcEAOJPSU9LZrCnvAiKHzeE7mRI3KCmFUIqX0PqiOgIqIYCntisQDMBqEo1OAwp8E9lvb9FOioJTn5t6buG9eZJCxQGrOmZedVOvk_RwN4gkJE6rrWU58TojKxu89KgOyn1u6gdxy6pXCBDmCqLctGVISqWYjam7dpVT1rpYadA9xxTDuiCBbA6fpWIFDssnY4lXPG9qv03IznofzYMbYl5fY9m6T29krIYdZ6AVepN4CPBpa7i81TbuSi1g2B136y1qC29aG_MLL3x4myUlF3smJigiEMY9u6RZiVsOsBPgVuWZkNNfGyHKoQnVrF6QCNuREfj9Tv1jjJZhjyoLHEOkHM28WSbtBwttBpye1hYA46C7bcxZwP9YKMYORSzDb2&refId=5DtbJEaMsQIzA81m%2FC5ZJg%3D%3D&trackingId=n42Lub650hNCeLqle2O2rA%3D%3D&trk=flagship3_search_srp_jobs
Accenture Federal Services,Federal - Data Architect,"Miami, FL (On-site)",8 school alumni work here,https://www.linkedin.com/jobs/view/3548752386/?eBP=CwEAAAGKOZDcEKoyroe4K4IkiMWa8A4nc20j7OVDk2T9kRH_Kece4-ZRAUPBDRydlpHwPqkvNYPcSgUyfvXaozESWJDibd5sM-FmQyqgWqUKvJwC_OROvfMQDnP0mMhMDQUHIHOBd-Qqnvb_Eq_xpUL2mc-b_kovndiJmGNomTWtz4cj7hs9oRzOqvUv4k_opI_Hl_OLEJGyzf60o5gCGAH4PAJwsOD0eMKmszvT3rVehJ1PftWHvh2VqoQz-DJfDktdC_4F8lDrizkTBwe24jMUZNehjRyT4dl3P4_0RBy7zdHRKA1X9RoffwlIGWanddRgAO8Af81jOSoArFKRE6igOq13F7r854khXR5zotynN-0B0RNqOy7fPEC77hJ_Q5Oi6zcRgAbN&refId=5DtbJEaMsQIzA81m%2FC5ZJg%3D%3D&trackingId=ZWgocCGf1n9ywILqqOnj%2BQ%3D%3D&trk=flagship3_search_srp_jobs
Condé Nast,"Engineering Manager, Commercial Platform","New York, NY",Actively recruiting,https://www.linkedin.com/jobs/view/3663777644/?eBP=CwEAAAGKOZDcEGwVtQWyjbtkeWOF74b7gNn1Rj2WhnThncjJDdpCufwlXoPpkFrEr7Aa7XJbhHUUvSQkkxNb3XFxlBOrD4Jseh0pw_OAAlacsJTP7tbYQ6VvXX8KPvEtoCaCksRajG5_qVwuHp3BdnQHTtAzGSK4_jXTEFZ6uQSSmj_OSrPgUGNUoOiHWrTrPEGyYHCo6PDqWFgS9wmQHAC7UOnHmcaLK3EVCFnC-q_vjVUOAnNMxGdwOWSXFB55uPNxrm8iYA6k48VJ1NZnPWuNAb5-4iK_LmchUSlpiUGaAlUeEaD4WLFf8p9qkwDIo3Gu-IPR1k2xZskXC-OdPATarbzEekFaLnGKDQsovmYxWgjRPz-BY28STljKAhM-0IpFz9m7x_xy&refId=5DtbJEaMsQIzA81m%2FC5ZJg%3D%3D&trackingId=ltJghpzjCR%2B8k1%2BbrRmRNA%3D%3D&trk=flagship3_search_srp_jobs
Coinbase,Senior Coinbase Risk Solutions Trader,"Chicago, IL",11 school alumni work here,https://www.linkedin.com/jobs/view/3617676617/?eBP=CwEAAAGKOZDcEHrBF6UdXoFndOmp5k_Ww0szuK4jT_MkZbfoh86jK5zJm6-DCR8QsLulvJl8uo6iA2PUD1OapEAQjBOspdFNTVvLjuduLrxpsKwhwRJ4he5gsOBzlQ3-N_npQ4oPv-P7IS-RLInSVj84HQSbmp4ms_qzp8oRhIRkIKWNT-n73_IJVFmSVApQs-DvWi-8o8A9AH32pnSTfJPBgw49YX5YxlhcwJYJUn7K8XHch5qgRkw9zEb13qVu-1cJy5hrdI55fpQRaQSTaw3lcA9YBA8rln0tIOxCi2M8KSxf281aQGxWU-Ke1Khk2rCaKHUWnn9ZzXTu46FsuxP5toT10cTr2-hO3pGIDn9hdaQWQWFooaC8rgoFYsvf9LZ6a4vGnZIztP8&refId=5DtbJEaMsQIzA81m%2FC5ZJg%3D%3D&trackingId=XvOK1%2FTirOGM2WcP2guzoQ%3D%3D&trk=flagship3_search_srp_jobs
